time,ram_limit,cpu_limit,ram_usage,cpu_usage,n,mean,lat50,lat75,lat80,lat90,lat95,lat98,lat99,lat100
1637163840,512M,1.0,696647680.0,0.094127,50,1003184,914847,1204861,1206142,1221170,1295089,1300651,1300651,1302497
1637163851,512M,1.0,799232000.0,0.094127,60,1032902,1051796,1075599,1076557,1081411,1085058,1085934,1087344,1098166
1637163864,512M,1.0,819916800.0,0.240317,70,2079879,2163327,2362959,2378733,2497924,2569293,2570743,2592291,2593009
1637163875,512M,1.0,831279104.0,0.369329,80,1259789,1268145,1349304,1361737,1372920,1381486,1382810,1382811,1382900
1637163887,512M,1.0,831279104.0,0.379204,90,1581867,1635997,1758477,1843880,1867266,1871139,1872971,1873143,1873250
1637163902,512M,1.0,425459712.0,0.303392,100,4092634,4070626,4252383,4257806,4263009,4268942,4342053,4342512,4363161
1637163914,512M,1.0,432357376.0,0.36615,110,1854515,1864963,1903797,1956682,1971718,1987331,1991709,1991891,1994124
1637163927,512M,1.0,437764096.0,0.36615,120,2614659,2652745,2705300,2739800,2743999,2762213,2762869,2763238,2764234
1637163940,512M,1.0,444964864.0,0.349315,130,2819261,2865118,2950996,2965951,2988510,3024715,3025166,3025358,3025670
1637163952,512M,1.0,452116480.0,0.423579,140,2190738,2210230,2358456,2360371,2383747,2391095,2398547,2402091,2406849
1637164470,4096M,0.5,344334336.0,0.045975,10,259726,232818,310844,310844,311353,311353,311353,311353,312193
1637164481,4096M,0.5,408997888.0,0.051333,20,431326,403172,477547,477547,477927,478046,478046,478046,478369
1637164492,4096M,0.5,452771840.0,0.089782,30,661941,653130,755473,755695,844953,846282,847479,847479,848020
1637164504,4096M,0.5,486170624.0,0.006436,40,1828702,1945856,2155700,2236212,2342666,2344079,2347114,2347114,2352668
1637164517,4096M,0.5,559108096.0,0.180294,50,2235646,2341946,2355959,2357049,2360627,2366822,2377564,2377564,2445068
1637164530,4096M,0.5,652644352.0,0.148234,60,2763523,2841156,3143891,3151544,3350118,3433972,3440833,3442538,3444393
1637164543,4096M,0.5,677613568.0,0.300057,70,2302701,2564700,2964870,2970600,2984412,3060656,3061037,3061435,3061632
1637164557,4096M,0.5,683175936.0,0.367537,80,3981404,4169910,4180960,4182318,4267611,4270641,4270988,4272092,4273122
1637164572,4096M,0.5,683794432.0,0.410608,90,4251972,4375744,4477897,4478940,4496267,4575653,4576167,4576915,4576917
1637164587,4096M,0.5,428670976.0,0.361435,100,4692944,4756769,4882619,4884479,4966881,4968005,4969259,4974273,4988076
1637164601,4096M,0.5,431742976.0,0.360698,110,3772043,3841168,3958780,3959875,4040717,4041711,4045137,4045471,4066975
1637164617,4096M,0.5,437026816.0,0.462472,120,5322096,5352943,5644248,5647325,5654694,5673553,5740410,5740793,5741713
1637164632,4096M,0.5,444006400.0,0.443528,130,4110139,4267564,4455797,4462390,4554491,4560290,4574494,4574737,4654216
1637164647,4096M,0.5,451194880.0,0.366661,140,4620520,4875404,5180455,5186360,5278795,5280179,5297328,5298966,5301028
1637164666,4096M,0.5,457609216.0,0.487293,150,7947389,8569486,8755597,8762356,8955836,9053225,9079670,9079899,9151091
1637164690,4096M,0.5,496496640.0,0.476255,160,13200416,13858154,14068320,14158161,14178942,14186729,14191020,14194435,14257095
1637164709,4096M,0.5,505679872.0,0.489322,170,7955978,8462455,8659070,8661839,8759568,8762426,8765293,8771285,8788862
1637164726,4096M,0.5,511594496.0,0.475677,180,6285024,6344777,6645864,6735632,6838016,6841769,6860144,6860319,6861403
1637164751,4096M,0.5,523333632.0,0.503734,190,14142638,14247710,14548503,14550591,14649424,14655407,14657622,14669863,14678157
1637164777,4096M,0.5,533331968.0,0.498799,200,15266562,15668083,16045006,16049337,16161658,16167432,16173586,16245142,16245410
1637165078,3840M,0.5,611946496.0,0.012251,10,285647,311607,315457,315457,315913,315913,315913,315913,435250
1637165088,3840M,0.5,611946496.0,0.012251,20,436083,457517,460273,460273,461589,462438,462438,462438,463177
1637165099,3840M,0.5,184573952.0,0.026682,30,843160,856892,874354,874448,943445,946445,947076,947076,948090
1637165111,3840M,0.5,217870336.0,0.045955,40,1739839,1867949,1945550,1945575,1946177,1946290,1946379,1946379,1946419
1637165124,3840M,0.5,290562048.0,0.16816,50,2352296,2489256,2792169,2879868,2983416,2986761,3080209,3080209,3081141
1637165137,3840M,0.5,383827968.0,0.14685,60,2384498,2443674,2751204,2752084,2864489,2946674,2947146,2948616,2949446
1637165151,3840M,0.5,406294528.0,0.262725,70,3072843,3279702,3371840,3377548,3382141,3383465,3470814,3470970,3471368
1637165166,3840M,0.5,415715328.0,0.465431,80,4974676,5082866,5294950,5295325,5307907,5314622,5321892,5321953,5328278
1637165181,3840M,0.5,420962304.0,0.439086,90,4123030,4131726,4327673,4333861,4344892,4350003,4420940,4422016,4422048
1637165194,3840M,0.5,430157824.0,0.332353,100,3367751,3402664,3580139,3581471,3582494,3596255,3597721,3603182,3606166
1637165208,3840M,0.5,436314112.0,0.408484,110,3496950,3470780,3749069,3759404,3763277,3764783,3842098,3842459,3847423
1637165224,3840M,0.5,442232832.0,0.485243,120,4937266,4951126,5253418,5260596,5352644,5367032,5383647,5387166,5387711
1637165238,3840M,0.5,449110016.0,0.431943,130,4221196,4229856,4630344,4643532,4733441,4737472,4738617,4738699,4765351
1637165255,3840M,0.5,454848512.0,0.458075,140,5158807,5745950,6052906,6062501,6148216,6154511,6156065,6156207,6156895
1637165275,3840M,0.5,463990784.0,0.495668,150,9493962,9784092,10671517,10677783,10770985,10780298,10789605,10790380,10801641
1637165293,3840M,0.5,471224320.0,0.475371,160,6791111,6846036,7253482,7347099,7356323,7443743,7446675,7462141,7465113
1637165317,3840M,0.5,527409152.0,0.492801,170,12933326,13157904,13455110,13457161,13557216,13566548,13568075,13568651,13577015
1637165341,3840M,0.5,536858624.0,0.493155,180,13509428,14047730,14248128,14250492,14361884,14453160,14456345,14456853,14473315
1637165358,3840M,0.5,546553856.0,0.489836,190,6746771,6828616,7034020,7040958,7143588,7159060,7224585,7230925,7231878
1637165384,3840M,0.5,554491904.0,0.499909,200,14597348,15479595,15692631,15703226,15784149,15803370,15816460,15816735,15879310
1637165412,3840M,0.5,565612544.0,0.50103,210,16849610,17208599,17582772,17600516,17683310,17685596,17781662,17782478,17782673
1637165452,3840M,0.5,578158592.0,0.499255,220,28018047,28204600,29690224,29786170,29979843,30005053,30010127,30075512,30076999
1637165487,3840M,0.5,588132352.0,0.502452,230,22044219,21885147,24187386,24291976,24405931,24586192,24690084,24690801,24693357
1637165534,3840M,0.5,599597056.0,0.503136,240,35555045,35865398,37062160,37066953,37193073,37263124,37263650,37263835,37282428
1637165588,3840M,0.5,614961152.0,0.495883,250,40788946,41348677,42928937,43132884,43442006,43533066,43547881,43629199,43634115
1637165645,3840M,0.5,629452800.0,0.499486,260,45951254,45969170,46555356,46652364,46751609,46754594,46757546,46758315,46768321
1637165711,3840M,0.5,646311936.0,0.501502,270,54382569,55077915,56377655,56480602,56587171,56598523,56616273,56629779,56631685
1637165780,3840M,0.5,661946368.0,0.501398,280,57211787,57614298,58105440,58126867,58327344,58415014,58415882,58416024,58504978
1637165856,3840M,0.5,679751680.0,0.499852,290,62932849,62972965,65373509,65488823,65893105,66077000,66179429,66185365,66277817
1637165936,3840M,0.5,697798656.0,0.500247,300,66518315,65366414,68961107,69470511,70179903,70194723,70262397,70262563,70265043
1637166025,3840M,0.5,715022336.0,0.503793,310,76862562,76987965,77586538,77767074,77883968,77975680,77983738,78062834,78064195
1637166115,3840M,0.5,735514624.0,0.502753,320,76393609,76884716,78764997,79266588,80172375,80485694,80683022,80767609,80865587
1637166211,3840M,0.5,755113984.0,0.501809,330,81012227,81178473,83989591,84490731,85290738,85674384,85772224,85795493,85802441
1637166311,3840M,0.5,775696384.0,0.504859,340,88070181,88133881,88856275,89031066,89150446,89232906,89252743,89329968,89332196
1637166417,3840M,0.5,799363072.0,0.505136,350,92055303,92567314,95448598,95570527,95758716,95779219,95863351,95868623,95872146
1637166527,3840M,0.5,822255616.0,0.501343,360,98198955,98547929,99435859,99540713,99824479,99844940,99855873,99857502,99937908
1637169147,3584M,0.5,1488351232.0,0.044385,10,323496,319360,320422,320422,321536,321536,321536,321536,390509
1637169158,3584M,0.5,1556287488.0,0.044385,20,429193,433602,434939,434939,435384,435430,435430,435430,456053
1637169170,3584M,0.5,1581367296.0,0.15465,30,1847038,1926950,2031181,2115989,2130002,2132929,2224639,2224639,2231274
1637169181,3584M,0.5,1633562624.0,0.014643,40,1348107,1427786,1431940,1432000,1432969,1449001,1449743,1449743,1449779
1637169194,3584M,0.5,1722220544.0,0.160278,50,2064006,2162864,2462883,2476438,2559425,2666558,2758614,2758614,2779735
1637169206,3584M,0.5,1781456896.0,0.105992,60,1705366,1762949,2068284,2075575,2089540,2153892,2154077,2154191,2155259
1637169218,3584M,0.5,1821597696.0,0.296772,70,1896772,1881675,2084209,2085700,2099210,2103873,2108449,2119408,2119595
1637169231,3584M,0.5,1830486016.0,0.288446,80,2552649,2622595,2739125,2745317,2759463,2821878,2822561,2823701,2829908
1637169245,3584M,0.5,1832292352.0,0.319668,90,3415176,3401353,3593314,3597473,3684337,3686883,3687680,3688520,3688551
1637169259,3584M,0.5,425926656.0,0.442077,100,3584390,3651086,3773866,3848116,3857983,3870219,3878488,3883569,3884036
1637169273,3584M,0.5,432967680.0,0.408306,110,3856351,3923060,4035565,4119862,4121151,4127928,4140834,4141758,4147539
1637169287,3584M,0.5,437825536.0,0.408306,120,3463203,3460722,3735185,3738634,3758435,3835732,3840373,3840776,3841904
1637169306,3584M,0.5,444743680.0,0.460187,130,7633127,8074441,8373110,8374511,8378422,8384519,8470021,8470059,8470308
1637169608,3328M,0.5,521637888.0,0.007974,10,208369,243398,245665,245665,245723,245723,245723,245723,246009
1637169618,3328M,0.5,521637888.0,0.007974,20,390677,397740,420936,420936,426721,427031,427031,427031,427056
1637169629,3328M,0.5,184508416.0,0.028123,30,1246286,1305342,1325811,1326355,1327755,1327872,1400426,1400426,1400456
1637169641,3328M,0.5,217751552.0,0.130224,40,1742888,1878374,1909608,1909720,1982734,1985021,1986918,1986918,1987801
1637169654,3328M,0.5,290881536.0,0.0,50,2610191,2745023,2847290,2939658,2941411,2941999,2942638,2942638,2942663
1637169667,3328M,0.5,383721472.0,0.004059,60,1954495,1962995,2068468,2069313,2169589,2267209,2460359,2460502,2461010
1637169681,3328M,0.5,412418048.0,0.274545,70,3630589,3567301,4171653,4251837,4353686,4364044,4368623,4375057,4380800
1637169696,3328M,0.5,415563776.0,0.50223,80,4109936,4161092,4759262,4777583,4856798,4857353,4860050,4860705,4863561
1637169711,3328M,0.5,420696064.0,0.483558,90,4773052,4992944,5102369,5175079,5180351,5180992,5186282,5187311,5187651
1637169726,3328M,0.5,424640512.0,0.264619,100,3890089,3953184,4147172,4149597,4161574,4173162,4175150,4177606,4183173
1637169740,3328M,0.5,435064832.0,0.264619,110,4377689,4427452,4534137,4542696,4625830,4643562,4648281,4649248,4649618
1637169759,3328M,0.5,440778752.0,0.481804,120,7274505,7396224,7941331,7953406,8255423,8443081,8444019,8446804,8447526
1637169780,3328M,0.5,448286720.0,0.498976,130,10489168,10582828,10970275,10972808,11072690,11075111,11078002,11078309,11079470
1637169803,3328M,0.5,453681152.0,0.4803,140,12044511,12536757,13031132,13037695,13051812,13057100,13139299,13139486,13143056
1637169821,3328M,0.5,461856768.0,0.495243,150,7913813,7978001,8169466,8174372,8183810,8191243,8206075,8207542,8267482
1637169847,3328M,0.5,471437312.0,0.505845,160,13804197,14381895,15187160,15284713,15383600,15386110,15485439,15486000,15507776
1637169872,3328M,0.5,517959680.0,0.485838,170,13581782,14232109,14530439,14538454,14629820,14932661,15026351,15032392,15037316
1637169890,3328M,0.5,524890112.0,0.489427,180,7118508,7202113,7402663,7499255,7514065,7523597,7532600,7543624,7574775
1637169908,3328M,0.5,533991424.0,0.489427,190,7304489,7835228,8334785,8337505,8434947,8441825,8444526,8444686,8447530
1637169930,3328M,0.5,541798400.0,0.500528,200,11267327,11477331,11781464,11879833,11885564,11890081,11898854,11909168,11919071
1637169958,3328M,0.5,553656320.0,0.498377,210,17040122,17237387,17445629,17534226,17554035,17641607,17645675,17648930,17655832
1637170178,3072M,0.5,631435264.0,0.011109,10,245288,251554,254213,254213,256382,256382,256382,256382,341762
1637170189,3072M,0.5,696066048.0,0.011109,20,503643,464713,550580,550580,646662,653864,653864,653864,669201
1637170200,3072M,0.5,737497088.0,0.062543,30,717332,762907,764235,764408,766522,766589,767487,767487,780680
1637170211,3072M,0.5,770818048.0,0.0,40,1550030,1538405,1644315,1644950,1647232,1648036,1650645,1650645,1655802
1637170224,3072M,0.5,843939840.0,0.0,50,2103756,2110565,2314091,2322800,2334557,2340880,2401541,2401541,2401731
1637170237,3072M,0.5,939933696.0,0.166071,60,2949821,3058365,3247982,3250077,3340902,3341330,3341621,3359441,3360296
1637170251,3072M,0.5,962269184.0,0.289659,70,3230606,3437422,3443319,3444366,3461755,3535417,3535629,3537015,3538967
1637170265,3072M,0.5,969773056.0,0.289659,80,3625983,3698816,3796934,3797558,3803334,3809069,3813017,3813973,3880244
1637170279,3072M,0.5,969773056.0,0.491116,90,3679996,3791123,3887326,3888671,3896382,3897780,3908879,3909019,3912778
1637170293,3072M,0.5,431607808.0,0.390889,100,4390759,4449685,4565658,4571492,4650833,4652689,4653620,4654546,4655487
1637170308,3072M,0.5,436043776.0,0.374546,110,4208438,4231041,4445704,4448437,4453359,4529821,4530913,4531343,4533130
1637170325,3072M,0.5,440754176.0,0.499368,120,5505457,5467183,6186987,6370605,6679968,6865572,6969013,6969759,6971951
1637170344,3072M,0.5,448270336.0,0.505254,130,7095636,6789078,7991119,8176059,8683125,8770497,8869534,8869588,8892207
1637170362,3072M,0.5,455184384.0,0.502428,140,7133481,7227067,7444414,7523647,7547841,7619381,7623145,7624135,7628203
1637170378,3072M,0.5,461979648.0,0.499413,150,5449247,5652787,5946008,5960941,6057022,6145816,6148201,6148921,6170525
1637170397,3072M,0.5,471117824.0,0.501917,160,8035206,8660852,8954267,9053846,9149941,9152094,9172448,9173769,9174666
1637170416,3072M,0.5,479764480.0,0.500101,170,8857528,8958776,9170821,9177817,9263800,9265718,9269718,9270040,9270934
1637170442,3072M,0.5,487583744.0,0.501174,180,14963356,14966102,15374932,15461348,15562567,15565059,15581351,15585096,15588954
1637170468,3072M,0.5,555757568.0,0.49962,190,13384542,13548608,14931948,15036551,15637135,15746642,15842863,15928094,15948635
1637170497,3072M,0.5,563245056.0,0.502364,200,18017347,18066125,18555524,18566579,18588869,18657178,18666685,18747580,18749487
1637170537,3072M,0.5,575799296.0,0.504478,210,28303317,29385892,29888645,29976141,30064845,30067545,30085163,30090796,30092458
1637170588,3072M,0.5,584392704.0,0.501729,220,25517879,19679678,39596814,40176034,40773330,40961539,41059638,41068438,41159704
1637170631,3072M,0.5,596422656.0,0.503142,230,30328177,29995743,32778115,33078271,33373740,33384228,33388620,33389474,33395621
1637170688,3072M,0.5,608415744.0,0.502063,240,45177572,45229824,45626464,45740689,45939448,46026441,46029428,46036240,46056473
1637170751,3072M,0.5,623591424.0,0.50029,250,49566681,49327882,51629672,52028202,52729800,52935584,53037205,53053718,53141023
1637170815,3072M,0.5,636792832.0,0.504914,260,51609978,51076540,53199788,53661508,54070446,54185472,54356074,54377212,54456475
1637170884,3072M,0.5,654643200.0,0.501781,270,55077594,54274788,56481184,57001959,57974621,58277560,58378243,58398449,58476783
1637170961,3072M,0.5,670781440.0,0.502409,280,65940426,66176638,66488264,66563337,66681444,66763795,66765784,66768684,66790755
1637171042,3072M,0.5,688525312.0,0.50087,290,70683953,70741232,71347421,71460178,71568335,71645884,71661800,71665166,71667268
1637171136,3072M,0.5,705409024.0,0.502084,300,81342698,82235654,82948414,83036199,83144276,83239302,83244904,83245098,83254650
1637171232,3072M,0.5,723841024.0,0.501711,310,85098722,85334661,85663567,85837465,86037534,86139050,86160365,86162275,86169474
1637171337,3072M,0.5,744128512.0,0.502121,320,91496759,91319959,94223246,94540932,94830090,95119757,95318542,95337940,95429784
1637171447,3072M,0.5,764243968.0,0.503376,330,95810401,95332276,99150584,99432599,99546060,99660140,99732825,99735697,99754184
1637174364,2816M,0.5,1476022272.0,0.004406,10,209126,202133,209184,209184,209201,209201,209201,209201,279462
1637174374,2816M,0.5,1531215872.0,0.0,20,383271,379316,386554,386554,456204,456273,456273,456273,457329
1637174386,2816M,0.5,1565749248.0,0.086067,30,868981,861194,1056108,1058485,1079728,1154634,1160920,1160920,1161029
1637174397,2816M,0.5,1630445568.0,0.086067,40,1222531,1335261,1536002,1536789,1634035,1641720,1651649,1651649,1655735
1637174409,2816M,0.5,1672019968.0,0.037308,50,1126175,1257499,1280772,1281768,1283320,1293894,1357608,1357608,1357628
1637174420,2816M,0.5,1787801600.0,0.102494,60,1558495,1578814,1673422,1674119,1676532,1678520,1678808,1679543,1691784
1637174432,2816M,0.5,1811677184.0,0.276466,70,1881580,1934231,2035564,2037542,2041433,2043154,2044041,2046793,2048663
1637174446,2816M,0.5,1819136000.0,0.300356,80,3664778,3688548,3777517,3780494,3870887,3872204,3872607,3873194,3873407
1637174460,2816M,0.5,1824198656.0,0.358353,90,3373605,3490739,3586055,3586969,3602168,3677394,3677727,3678009,3678112
1637174474,2816M,0.5,431534080.0,0.425654,100,3523844,3555192,3676786,3755679,3756740,3780315,3781592,3783233,3783798
1637174489,2816M,0.5,437481472.0,0.418131,110,4950678,4954175,5152138,5159791,5237776,5241334,5258031,5259272,5263376
1637174504,2816M,0.5,443142144.0,0.481138,120,4401231,4462800,4779544,4840517,4869845,4940115,4940472,4940851,4941384
1637174519,2816M,0.5,449552384.0,0.4623,130,4067135,4080664,4878812,4980426,4984679,5003388,5006017,5006482,5007608
1637174535,2816M,0.5,455053312.0,0.464285,140,5519987,5656910,5851630,5858579,5952769,5953044,5953313,5954999,5956923
1637174556,2816M,0.5,462594048.0,0.494123,150,10051835,10177061,10283467,10371582,10379272,10469352,10472256,10472495,10473207
1637174576,2816M,0.5,506851328.0,0.476495,160,9924839,10290417,10580520,10591838,10676736,10679349,10698045,10698557,10700569
1637174603,2816M,0.5,516177920.0,0.469964,170,14629195,14980881,15866070,15983516,16262717,16365257,16464151,16469422,16474943
1637174623,2816M,0.5,524038144.0,0.503073,180,9300033,9758083,10041412,10044149,10135290,10155814,10161057,10163694,10168984
1637174643,2816M,0.5,532717568.0,0.492957,190,8210253,8658688,8863906,8959387,9262310,9264198,9361953,9373396,9458672
1637174664,2816M,0.5,541655040.0,0.500051,200,11127365,11391828,11679331,11683244,11777320,11793532,11801615,11809521,11864453
1637174691,2816M,0.5,552374272.0,0.502502,210,14682089,14879786,16503357,16582258,16704485,16780879,16781662,16781781,16783538
1637174731,2816M,0.5,562810880.0,0.501523,220,17671491,16485692,16881149,16971917,29497306,30071078,30170634,30171004,30171990
1637174771,2816M,0.5,574664704.0,0.501507,230,26989798,26672527,29176766,29380889,29692675,29785719,29806711,29809511,29818807
1637174813,2816M,0.5,587296768.0,0.496331,240,28988521,29448014,30641550,30937812,31549776,31843515,31857312,31867843,31959881
1637175068,2560M,0.5,669491200.0,0.007826,10,227425,269694,270323,270323,270414,270414,270414,270414,271771
1637175078,2560M,0.5,734191616.0,0.016049,20,399648,440042,443447,443447,445693,446768,446768,446768,461522
1637175090,2560M,0.5,768516096.0,0.088734,30,1056945,1033704,1232013,1237632,1340121,1340586,1350837,1350837,1429178
1637175101,2560M,0.5,801890304.0,0.048589,40,844279,883779,899594,901804,903726,904568,904889,904889,978567
1637175113,2560M,0.5,874770432.0,0.048589,50,1895387,1949061,1965214,1972508,1985846,1986524,1987385,1987385,1991713
1637175125,2560M,0.5,977113088.0,0.156689,60,2203226,2220170,2308720,2310449,2315284,2328402,2330235,2331372,2333441
1637175138,2560M,0.5,1000194048.0,0.31994,70,2441183,2543880,3055593,3144803,3167966,3170522,3172995,3176389,3244720
1637175153,2560M,0.5,1008779264.0,0.352703,80,3898762,3904062,4005083,4019637,4080691,4082499,4085029,4086126,4087046
1637175166,2560M,0.5,1009111040.0,0.383797,90,3625041,3741886,3761890,3765135,3838791,3841280,3842312,3851253,3857637
1637175180,2560M,0.5,430936064.0,0.440446,100,3498799,3561366,3673501,3674086,3676258,3758682,3761317,3763183,3763523
1637175194,2560M,0.5,436252672.0,0.27538,110,3523083,3583532,3686694,3688862,3781026,3781664,3785887,3788937,3802122
1637175209,2560M,0.5,442208256.0,0.464578,120,4471022,4527344,4732846,4745598,4826398,4837305,4846788,4849367,4850101
1637175421,2304M,0.5,518803456.0,0.121349,10,198501,192640,211223,211223,215056,215056,215056,215056,216721
1637175432,2304M,0.5,583577600.0,0.121349,20,421645,457246,458741,458741,459687,459722,459722,459722,460606
1637175443,2304M,0.5,627564544.0,0.061721,30,729819,748825,763572,763614,771502,837162,838989,838989,842286
1637175455,2304M,0.5,660783104.0,0.0,40,1709663,1843143,2144048,2144614,2147896,2240222,2241974,2241974,2245513
1637175468,2304M,0.5,733646848.0,0.154199,50,1702823,1555186,2156609,2163066,2353724,2356656,2357125,2357125,2358045
1637175481,2304M,0.5,827740160.0,0.182803,60,3063261,3153925,3538633,3553026,3645502,3664983,3670247,3671133,3671918
1637175495,2304M,0.5,848773120.0,0.242404,70,3063825,3252366,3651993,3654083,3660397,3672891,3674492,3681209,3749792
1637175510,2304M,0.5,856428544.0,0.435627,80,3538040,3887436,4393530,4399590,4413644,4482869,4484011,4485101,4487950
1637175524,2304M,0.5,857419776.0,0.498605,90,4144660,4263066,4392426,4393555,4461557,4462463,4465949,4481883,4482749
1637175538,2304M,0.5,426926080.0,0.369852,100,3731591,3764021,3976848,3978148,3981554,3982165,4063914,4064083,4068127
1637175552,2304M,0.5,431128576.0,0.356739,110,3404438,3461924,3581183,3657966,3670954,3681143,3683237,3683615,3688936
1637175568,2304M,0.5,436445184.0,0.474685,120,5529061,5550152,5774223,5846212,5849194,5869575,5873241,5874061,5874379
1637175583,2304M,0.5,448634880.0,0.472013,130,4057285,4155000,4352700,4438041,4541389,4644933,4742997,4743160,4834472
1637175599,2304M,0.5,455524352.0,0.404075,140,5210047,5682442,5887608,5890193,6071243,6072639,6093018,6093785,6094518
1637175616,2304M,0.5,461590528.0,0.490886,150,6927303,7259500,7372684,7376795,7460878,7461931,7482827,7482961,7483495
1637175635,2304M,0.5,469151744.0,0.490552,160,8495284,8589012,8786352,8803495,8882676,8891849,8902347,8905268,8912699
1637175660,2304M,0.5,480247808.0,0.480575,170,13558359,14254620,14462580,14464924,14563969,14566757,14582854,14595757,14650697
1637175677,2304M,0.5,487514112.0,0.467976,180,6096471,6183859,6484426,6486025,6574902,6580331,6598157,6600810,6676036
1637175897,2048M,0.5,565276672.0,0.05711,10,516218,526742,612831,612831,614198,614198,614198,614198,617194
1637175908,2048M,0.5,629919744.0,0.009711,20,412602,400262,445061,445061,476672,476852,476852,476852,476912
1637175919,2048M,0.5,673935360.0,0.010865,30,1176643,1346604,1369336,1372235,1445454,1445531,1448810,1448810,1449842
1637175931,2048M,0.5,707252224.0,0.044915,40,1549794,1656084,1946757,1947963,1954659,2043886,2050576,2050576,2060888
1637175944,2048M,0.5,780095488.0,0.044915,50,2103438,2068616,2458788,2463605,2567186,2666088,2666904,2666904,2667447
1637175956,2048M,0.5,873287680.0,0.133779,60,1974014,2161348,2457651,2457984,2478855,2479789,2480564,2481041,2481067
1637175971,2048M,0.5,896651264.0,0.354905,70,3409337,3641105,4036722,4045967,4149675,4150951,4151680,4153934,4159473
1637175986,2048M,0.5,902504448.0,0.4831,80,5445881,5461377,5660733,5665254,5694515,5695222,5759448,5759544,5761236
1637176191,1792M,0.5,488845312.0,0.062689,10,232786,206521,279746,279746,279807,279807,279807,279807,279949
1637176201,1792M,0.5,553463808.0,0.009866,20,454712,480735,485093,485093,505260,505677,505677,505677,509410
1637176213,1792M,0.5,597647360.0,0.009866,30,1042136,1038969,1256330,1258327,1336093,1336137,1354729,1354729,1355944
1637176225,1792M,0.5,630403072.0,0.043701,40,2027715,2129855,2337469,2426224,2527658,2533953,2536510,2536510,2627957
1637176237,1792M,0.5,703700992.0,0.230063,50,1313707,1375617,1478808,1479956,1586131,1587079,1706054,1706054,1710404
1637176251,1792M,0.5,797978624.0,0.200106,60,3401305,3506580,3806219,3907944,4004563,4005927,4024092,4025309,4031441
1637176265,1792M,0.5,818860032.0,0.243203,70,3300716,3357116,3959122,4055321,4061796,4086964,4088197,4088643,4156386
1637176280,1792M,0.5,818860032.0,0.467635,80,4374855,4765878,4870794,4871271,4874064,4882981,4885426,4886287,4890482
1637176294,1792M,0.5,420315136.0,0.484813,90,3674476,3747029,3860590,3861300,3943359,3945258,3946548,3946906,3946921
1637176308,1792M,0.5,427880448.0,0.421647,100,3617787,3665150,3773203,3776905,3859451,3861634,3873746,3874282,3880353
1637176323,1792M,0.5,432082944.0,0.388639,110,4398271,4522192,4621946,4624371,4631818,4635692,4646526,4646618,4651541
1637176341,1792M,0.5,437149696.0,0.492137,120,7498657,7258298,8354155,8370308,8456603,8477431,8478894,8480571,8481826
1637176362,1792M,0.5,444616704.0,0.426929,130,10305150,10276888,10587636,10657525,10757877,10763328,10764161,10764275,10764809
1637176385,1792M,0.5,449265664.0,0.48855,140,8714424,10871684,12867507,12872009,13067089,13087556,13088792,13089364,13090603
1637176404,1792M,0.5,458256384.0,0.492727,150,8150903,8255473,8374561,8457690,8465162,8480500,8552052,8552323,8554469
1637176429,1792M,0.5,495812608.0,0.419804,160,13975488,14480264,14780980,14787792,14897594,14979061,14982613,14982636,14982976
1637176642,1536M,0.5,572682240.0,0.01001,10,216297,218714,223354,223354,223390,223390,223390,223390,223413
1637176652,1536M,0.5,637362176.0,0.01001,20,412364,423789,436681,436681,437238,442273,442273,442273,442934
1637176664,1536M,0.5,681463808.0,0.012155,30,1109643,1273875,1277253,1277323,1280856,1281174,1281202,1281202,1282360
1637176675,1536M,0.5,714899456.0,0.065167,40,904359,961795,964719,965915,966552,983500,984210,984210,986310
1637176687,1536M,0.5,787767296.0,0.127032,50,1713469,1731225,1832906,1834325,1845384,1848763,1853150,1853150,1860511
1637176700,1536M,0.5,787767296.0,0.0,60,3096340,3330344,3521016,3521541,3523891,3525178,3525417,3525737,3526172
1637176713,1536M,0.5,906047488.0,0.287684,70,2580123,2664156,3061191,3062307,3068537,3083921,3087112,3087166,3087689
1637176728,1536M,0.5,911745024.0,0.357217,80,3829736,4060317,4147419,4147893,4150424,4157814,4158589,4160941,4171715
1637176742,1536M,0.5,912175104.0,0.413394,90,3817156,3858898,3958456,3964345,4048990,4051146,4069220,4070326,4072133
1637176756,1536M,0.5,425664512.0,0.264296,100,3635319,3635001,3739694,3824262,3828419,3872443,3891505,3892666,3903686
1637176963,1280M,0.5,504266752.0,0.007053,10,308185,290834,292794,292794,294249,294249,294249,294249,470202
1637176973,1280M,0.5,569073664.0,0.007053,20,443343,474971,478410,478410,479894,495139,495139,495139,498395
1637176985,1280M,0.5,612503552.0,0.021818,30,955040,1033048,1129646,1130737,1153515,1225213,1225600,1225600,1230336
1637176997,1280M,0.5,646000640.0,0.010633,40,1910454,1960199,1967526,1967808,2061456,2067152,2070125,2070125,2154122
1637177010,1280M,0.5,719171584.0,0.010633,50,2253675,2352816,2653312,2739585,2745899,2841054,2845874,2845874,2847177
1637177023,1280M,0.5,813563904.0,0.165744,60,2160773,2054558,2648766,2651382,2750978,2848499,2848951,2849213,2849278
1637177036,1280M,0.5,835768320.0,0.265139,70,2719791,2977411,3076519,3078325,3087053,3089252,3118880,3177739,3198845
1637177052,1280M,0.5,844673024.0,0.283265,80,4671226,5446957,5555912,5557424,5633589,5635952,5636143,5636566,5638523
